Destination,Prefix,First Increment,Second Increment,Rate
SENEGAL - MOBILE - ORANGE,22177,30,6,0.2956
SENEGAL - MOBILE - SENTEL,22176,30,6,0.2487
SENEGAL - PREMIUM,22190,30,6,0.1958
SENEGAL - PROPER,221,30,6,0.1958
SENEGAL - SPECIAL,22133,30,6,0.1856
SERBIA - BELGRADE,38111,30,6,0.0972
SERBIA - KOSOVO,38138,30,6,0.0963
SERBIA - KOSOVO,38139,30,6,0.0963
SERBIA - KOSOVO,38128,30,6,0.0963
SERBIA - KOSOVO,38129,30,6,0.0963
SERBIA - MOBILE,3816,30,6,0.2094
SERBIA - MOBILE - MOBILKOM,38168,30,6,0.2094
SERBIA - MOBILE - MOBILKOM,38161,30,6,0.2094
SERBIA - MOBILE - MOBILKOM,38160,30,6,0.2094
SERBIA - MOBILE - TELCOM SERBIA,38166,30,6,0.2094
SERBIA - MOBILE - TELCOM SERBIA,38164,30,6,0.2094
SERBIA - MOBILE - TELCOM SERBIA,38165,30,6,0.2094
SERBIA - MOBILE - TELENOR,38163,30,6,0.2880
SERBIA - MOBILE - TELENOR,38162,30,6,0.2880
SERBIA - NIS,38118,30,6,0.0963
SERBIA - PROPER,381,30,6,0.0963
SEYCHELLES - AUDIOTEXT,24820,30,6,0.1014
SEYCHELLES - AUDIOTEXT,248971,30,6,0.1014
SEYCHELLES - AUDIOTEXT,24821,30,6,0.1014
SEYCHELLES - FREEPHONE,248800,30,6,0.1014
SEYCHELLES - MOBILE,24858,30,6,0.1036
SEYCHELLES - MOBILE,24857,30,6,0.1036
SEYCHELLES - MOBILE,24855,30,6,0.1036
SEYCHELLES - MOBILE,24871,30,6,0.1036
SEYCHELLES - MOBILE,248729,30,6,0.1036
SEYCHELLES - MOBILE,24878,30,6,0.1036
SEYCHELLES - MOBILE,248726,30,6,0.1036
SEYCHELLES - MOBILE,248724,30,6,0.1036
SEYCHELLES - MOBILE,24879,30,6,0.1036
SEYCHELLES - MOBILE,248727,30,6,0.1036
SEYCHELLES - MOBILE,248725,30,6,0.1036
SEYCHELLES - MOBILE,248707,30,6,0.1036
SEYCHELLES - MOBILE,248549,30,6,0.1036
SEYCHELLES - MOBILE,24859,30,6,0.1036
SEYCHELLES - MOBILE,24852,30,6,0.1036
SEYCHELLES - MOBILE,248703,30,6,0.1036
SEYCHELLES - MOBILE,248701,30,6,0.1036
SEYCHELLES - MOBILE,248752,30,6,0.1036
SEYCHELLES - MOBILE,248721,30,6,0.1036
SEYCHELLES - MOBILE,248753,30,6,0.1036
SEYCHELLES - MOBILE,248702,30,6,0.1036
SEYCHELLES - MOBILE,248723,30,6,0.1036
SEYCHELLES - MOBILE,248709,30,6,0.1036
SEYCHELLES - MOBILE,24876,30,6,0.1036
SEYCHELLES - MOBILE,24856,30,6,0.1036
SEYCHELLES - MOBILE,248751,30,6,0.1036
SEYCHELLES - MOBILE,24877,30,6,0.1036
SEYCHELLES - MOBILE,248722,30,6,0.1036
SEYCHELLES - MOBILE,24851,30,6,0.1036
SEYCHELLES - MOBILE,248728,30,6,0.1036
SEYCHELLES - PREMIUM,248744,30,6,0.1036
SEYCHELLES - PROPER,248,30,6,0.1036
SIERRA LEONE - FREETOWN,23222,30,6,0.4517
SIERRA LEONE - MOBILE - CELTEL,23276,30,6,0.4411
SIERRA LEONE - MOBILE - COMIUM,23233,30,6,0.4411
SIERRA LEONE - MOBILE - OTHER CARRIERS,23290,30,6,0.4263
SIERRA LEONE - MOBILE - OTHER CARRIERS,2326,30,6,0.4263
SIERRA LEONE - MOBILE - OTHER CARRIERS,2328,30,6,0.4263
SIERRA LEONE - MOBILE - OTHER CARRIERS,2327,30,6,0.4263
SIERRA LEONE - MOBILE - OTHER CARRIERS,23250,30,6,0.4553
SIERRA LEONE - MOBILE - OTHER CARRIERS,23230,30,6,0.4553
SIERRA LEONE - MOBILE - OTHER CARRIERS,23235,30,6,0.4553
SIERRA LEONE - MOBILE - OTHER CARRIERS,23277,30,6,0.4553
SIERRA LEONE - MOBILE - OTHER CARRIERS,23223,30,6,0.4553
SIERRA LEONE - MOBILE - OTHER CARRIERS,2321,30,6,0.4263
SIERRA LEONE - MOBILE - OTHER CARRIERS,23240,30,6,0.4553
SIERRA LEONE - PROPER,232,30,6,0.4517
SINGAPORE - MOBILE,659,30,6,0.0138
SINGAPORE - MOBILE,658,30,6,0.0138
SINGAPORE - PROPER,65,30,6,0.0138
SLOVAKIA - BRATISLAVA,4212,30,6,0.0273
SLOVAKIA - FREEPHONE,421800,30,6,0.0272
SLOVAKIA - MOBILE,4219,30,6,0.2818
SLOVAKIA - MOBILE,42191,30,6,0.2818
SLOVAKIA - MOBILE,421901,30,6,0.2818
SLOVAKIA - MOBILE,421908,30,6,0.2818
SLOVAKIA - MOBILE,421907,30,6,0.2818
SLOVAKIA - MOBILE,421906,30,6,0.2818
SLOVAKIA - MOBILE,421949,30,6,0.2818
SLOVAKIA - MOBILE,421902,30,6,0.2818
SLOVAKIA - MOBILE,421903,30,6,0.2818
SLOVAKIA - MOBILE,421905,30,6,0.2818
SLOVAKIA - MOBILE,421904,30,6,0.2818
SLOVAKIA - PAGER,421909,30,6,0.2818
SLOVAKIA - PERSONAL,421700,30,6,0.0272
SLOVAKIA - PREMIUM,42185,30,6,0.0272
SLOVAKIA - PREMIUM,421808,30,6,0.0272
SLOVAKIA - PREMIUM,42188,30,6,0.0272
SLOVAKIA - PREMIUM,42187,30,6,0.0272
SLOVAKIA - PREMIUM,421809,30,6,0.0272
SLOVAKIA - PREMIUM,42186,30,6,0.0272
SLOVAKIA - PREMIUM,42197,30,6,0.2818
SLOVAKIA - PREMIUM,421807,30,6,0.0272
SLOVAKIA - PREMIUM,421806,30,6,0.0272
SLOVAKIA - PREMIUM,421900,30,6,0.2818
SLOVAKIA - PREMIUM,42189,30,6,0.0272
SLOVAKIA - PREMIUM,42198,30,6,0.2818
SLOVAKIA - PROPER,421,30,6,0.1871
SLOVENIA - FREEPHONE,38680,30,6,0.0261
SLOVENIA - MOBILE,38671,30,6,0.3341
SLOVENIA - MOBILE,38665,30,6,0.3341
SLOVENIA - MOBILE,38667,30,6,0.3341
SLOVENIA - MOBILE,38670,30,6,0.3341
SLOVENIA - MOBILE,38641,30,6,0.3341
SLOVENIA - MOBILE,38630,30,6,0.3341
SLOVENIA - MOBILE,38640,30,6,0.3341
SLOVENIA - MOBILE,38631,30,6,0.3341
SLOVENIA - MOBILE,38651,30,6,0.3341
SLOVENIA - MOBILE,38664,30,6,0.3341
SLOVENIA - MOBILE,38666,30,6,0.3341
SLOVENIA - MOBILE,38668,30,6,0.3341
SLOVENIA - MOBILE,38669,30,6,0.3341
SLOVENIA - PAGER,38649,30,6,0.2802
SLOVENIA - PREMIUM,38688,30,6,0.0261
SLOVENIA - PREMIUM,38690,30,6,0.0261
SLOVENIA - PREMIUM,38689,30,6,0.0261
SLOVENIA - PROPER,386,30,6,0.0327
SOLOMON ISLANDS - MOBILE,6779,30,6,0.8912
SOLOMON ISLANDS - MOBILE,67747,30,6,0.8912
SOLOMON ISLANDS - MOBILE,6778,30,6,0.8912
SOLOMON ISLANDS - MOBILE,6771,30,6,0.8912
SOLOMON ISLANDS - MOBILE,6777,30,6,0.7556
SOLOMON ISLANDS - MOBILE,67754,30,6,0.7556
SOLOMON ISLANDS - MOBILE,67758,30,6,0.7556
SOLOMON ISLANDS - MOBILE,67765,30,6,0.7556
SOLOMON ISLANDS - MOBILE,67756,30,6,0.7556
SOLOMON ISLANDS - MOBILE,67759,30,6,0.7556
SOLOMON ISLANDS - MOBILE,67757,30,6,0.7556
SOLOMON ISLANDS - MOBILE,67766,30,6,0.7556
SOLOMON ISLANDS - MOBILE,67755,30,6,0.7556
SOLOMON ISLANDS - PROPER,677,30,6,0.7556
SOMALIA - AUSOMA,25297,30,6,0.5918
SOMALIA - GOLIS,25246,30,6,0.5918
SOMALIA - GOLIS,25242,30,6,0.5918
SOMALIA - GOLIS,25290,30,6,0.5918
SOMALIA - GOLIS,25245,30,6,0.5918
SOMALIA - GOLIS,25257,30,6,0.5918
SOMALIA - GOLIS,25288,30,6,0.5918
SOMALIA - GOLIS,25258,30,6,0.5918
SOMALIA - HORMUD,25215,30,6,0.6206
SOMALIA - HORMUD,25218,30,6,0.6206
SOMALIA - HORMUD,25247,30,6,0.5918
SOMALIA - HORMUD,25243,30,6,0.5918
SOMALIA - HORMUD,25234,30,6,0.5918
SOMALIA - HORMUD,25239,30,6,0.5918
SOMALIA - HORMUD,25216,30,6,0.6206
SOMALIA - MOGADISHU,2521,30,6,0.6206
SOMALIA - NATIONLINK,25267,30,6,0.5918
SOMALIA - NATIONLINK,25217,30,6,0.6206
SOMALIA - NATIONLINK,25269,30,6,0.5918
SOMALIA - NATIONLINK,25219,30,6,0.6206
SOMALIA - NATIONLINK,25256,30,6,0.5918
SOMALIA - NATIONLINK,25250,30,6,0.5918
SOMALIA - NATIONLINK,25251,30,6,0.5918
SOMALIA - NATIONLINK,252228,30,6,0.5918
SOMALIA - NATIONLINK,25253,30,6,0.5918
SOMALIA - NATIONLINK,25259,30,6,0.5918
SOMALIA - NATIONLINK,252227,30,6,0.5918
SOMALIA - NETCO,25252,30,6,0.5918
SOMALIA - PROPER,252,30,6,0.5918
SOMALIA - SOLTELCO,2528,30,6,0.5918
SOMALIA - SOLTELCO,252225,30,6,0.5918
SOMALIA - SOMAFONE MOBILE,25260,30,6,0.5918
SOMALIA - SOMTEL,2527,30,6,0.5918
SOMALIA - STC,25228,30,6,0.5918
SOMALIA - STC,25268,30,6,0.5918
SOMALIA - STC,25221,30,6,0.5918
SOMALIA - STC,25229,30,6,0.5918
SOMALIA - STG,252221,30,6,0.5918
SOMALIA - STG,25266,30,6,0.5918
SOMALIA - STG,252226,30,6,0.5918
SOMALIA - STG,252220,30,6,0.5918
SOMALIA - STG,25255,30,6,0.5918
SOMALIA - STG,252222,30,6,0.5918
SOMALIA - STG,252223,30,6,0.5918
SOMALIA - STG,252229,30,6,0.5918
SOMALIA - STG,252224,30,6,0.5918
SOMALIA - STG,25254,30,6,0.5918
SOMALIA - TELECOM SOMALIA,25214,30,6,0.6206
SOMALIA - TELECOM SOMALIA,25265,30,6,0.5918
SOMALIA - TELECOM SOMALIA,25213,30,6,0.6206
SOMALIA - TELECOM SOMALIA,25233,30,6,0.5918
SOMALIA - TELECOM SOMALIA,25262,30,6,0.5918
SOMALIA - TELECOM SOMALIA,25212,30,6,0.6206
SOMALIA - TELECOM SOMALIA,25223,30,6,0.5918
SOMALIA - TELESOM,25224,30,6,0.5918
SOMALIA - TELESOM,25226,30,6,0.5918
SOMALIA - TELESOM,25225,30,6,0.5918
SOMALIA - TELESOM,25227,30,6,0.5918
SOUTH AFRICA - CAPE TOWN,2721,30,6,0.0512
SOUTH AFRICA - DURBAN,2731,30,6,0.0502
SOUTH AFRICA - JOHANNESBURG,2711,30,6,0.0522
SOUTH AFRICA - MOBILE,2771,30,6,0.1584
SOUTH AFRICA - MOBILE,278,30,6,0.1584
SOUTH AFRICA - MOBILE,2774,30,6,0.1584
SOUTH AFRICA - MOBILE - MTN,2785100,30,6,0.1527
SOUTH AFRICA - MOBILE - MTN,2773,30,6,0.1527
SOUTH AFRICA - MOBILE - MTN,2778,30,6,0.1527
SOUTH AFRICA - MOBILE - MTN,2783,30,6,0.1527
SOUTH AFRICA - MOBILE - MTN,27719,30,6,0.1584
SOUTH AFRICA - MOBILE - MTN,27710,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,27746,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,27747,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,27748,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,27741,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,2784,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,27742,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,27744,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,27743,30,6,0.1584
SOUTH AFRICA - MOBILE - OTHER CARRIERS,27745,30,6,0.1584
SOUTH AFRICA - MOBILE - VODACOM,27714,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,27715,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,27711,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,2779,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,2782,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,2776,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,2772,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,27712,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,27716,30,6,0.1564
SOUTH AFRICA - MOBILE - VODACOM,27713,30,6,0.1564
SOUTH AFRICA - PREMIUM,27862,30,6,0.1584
SOUTH AFRICA - PRETORIA,2712,30,6,0.0499
SOUTH AFRICA - PROPER,27,30,6,0.0499
SOUTH AFRICA - ROAMING,27853,30,6,0.1584
SOUTH AFRICA - ROAMING,27850,30,6,0.1584
SOUTH AFRICA - ROAMING,27851,30,6,0.1584
SOUTH AFRICA - ROAMING,27852,30,6,0.1584
SOUTH KOREA - AUDIOTEXT,8260,30,6,0.0250
SOUTH KOREA - FREEPHONE,828,30,6,0.0250
SOUTH KOREA - MOBILE,8212,30,6,0.0534
SOUTH KOREA - MOBILE,8215,30,6,0.0534
SOUTH KOREA - MOBILE,8216,30,6,0.0534
SOUTH KOREA - MOBILE,8213,30,6,0.0534
SOUTH KOREA - MOBILE,8219,30,6,0.0534
SOUTH KOREA - MOBILE,821,30,6,0.0534
SOUTH KOREA - MOBILE,8210,30,6,0.0534
SOUTH KOREA - MOBILE,8218,30,6,0.0534
SOUTH KOREA - MOBILE,8217,30,6,0.0534
SOUTH KOREA - MOBILE,8211,30,6,0.0534
SOUTH KOREA - PERSONAL,8250,30,6,0.0250
SOUTH KOREA - PREMIUM,8295,30,6,0.0250
SOUTH KOREA - PROPER,82,30,6,0.0250
SOUTH KOREA - SEOUL,822,30,6,0.0234
SPAIN - ALICANTE,34966,30,6,0.0127
SPAIN - ALICANTE,34965,30,6,0.0127
SPAIN - BALEARIC ISLANDS,34871,30,6,0.0166
SPAIN - BARCELONA,3493,30,6,0.0164
SPAIN - BARCELONA,34931,30,6,0.0125
SPAIN - BARCELONA,34937,30,6,0.0125
SPAIN - BARCELONA,34938,30,6,0.0125
SPAIN - BARCELONA,34935,30,6,0.0125
SPAIN - BARCELONA,34932,30,6,0.0125
SPAIN - BARCELONA,34936,30,6,0.0125
SPAIN - BARCELONA,34933,30,6,0.0125
SPAIN - BARCELONA,34934,30,6,0.0125
SPAIN - BILBAO,34944,30,6,0.0127
SPAIN - BILBAO,34946,30,6,0.0127
SPAIN - FREEPHONE,34800,30,6,0.0166
SPAIN - MADRID,3491,30,6,0.0164
SPAIN - MADRID,34911,30,6,0.0125
SPAIN - MADRID,34912,30,6,0.0125
SPAIN - MADRID,34917,30,6,0.0125
SPAIN - MADRID,34918,30,6,0.0125
SPAIN - MADRID,34916,30,6,0.0125
SPAIN - MADRID,34915,30,6,0.0125
SPAIN - MADRID,34914,30,6,0.0125
SPAIN - MADRID,34913,30,6,0.0125
SPAIN - MALAGA,34952,30,6,0.0127
SPAIN - MALAGA,34951,30,6,0.0127
SPAIN - MOBILE,346,30,6,0.2046
SPAIN - MOBILE - DOLPHIN,34601,30,6,0.2046
SPAIN - MOBILE - OTHER CARRIERS,346888,30,6,0.2046
SPAIN - MOBILE - OTHER CARRIERS,346886,30,6,0.2046
SPAIN - MOBILE - RETEVISION (AMENA),34658,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34695,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34657,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34625,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34665,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34615,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34692,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34653,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34693,30,6,0.2046
SPAIN - MOBILE - RETEVISION (AMENA),34691,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34656,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34635,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34605,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34652,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34645,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34651,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34685,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34675,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34655,30,6,0.1785
SPAIN - MOBILE - RETEVISION (AMENA),34654,30,6,0.1785
SPAIN - MOBILE - TELEFONICA,34626,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34629,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34699,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34609,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34628,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34620,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34648,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34689,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34659,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34676,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34646,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34636,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34619,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34669,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34650,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34618,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34660,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34639,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34680,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34679,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34606,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34690,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34638,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34616,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34649,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34608,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34686,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34696,30,6,0.1661
SPAIN - MOBILE - TELEFONICA,34630,30,6,0.1661
SPAIN - MOBILE - VODAFONE,34663,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34607,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34671,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34670,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34678,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34677,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34664,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34666,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34687,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34697,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34617,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34600,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34647,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34662,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34634,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34610,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34627,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34637,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34661,30,6,0.1777
SPAIN - MOBILE - VODAFONE,34667,30,6,0.1777
SPAIN - MOBILE - XFERA,34633,30,6,0.2046
SPAIN - MOBILE - XFERA,34622,30,6,0.2046
SPAIN - PALMA DE MALLORCA,34971,30,6,0.0127
SPAIN - PERSONAL,34904,30,6,0.0166
SPAIN - PERSONAL,34707,30,6,0.0166
SPAIN - PERSONAL,34704,30,6,0.0166
SPAIN - PERSONAL,34700,30,6,0.0166
SPAIN - PREMIUM,342,30,6,0.0166
SPAIN - PREMIUM,34901,30,6,0.0166
SPAIN - PREMIUM,344,30,6,0.0166
SPAIN - PREMIUM,343,30,6,0.0166
SPAIN - PREMIUM,341,30,6,0.0166
SPAIN - PREMIUM,348,30,6,0.0166
SPAIN - PREMIUM,34900,30,6,0.0166
SPAIN - PREMIUM,34909,30,6,0.0127
SPAIN - PREMIUM,345,30,6,0.0166
SPAIN - PREMIUM,3499,30,6,0.0166
SPAIN - PREMIUM,34970,30,6,0.0166
SPAIN - PREMIUM,34908,30,6,0.0166
SPAIN - PREMIUM,34902,30,6,0.0166
SPAIN - PREMIUM,34905,30,6,0.0166
SPAIN - PREMIUM,34940,30,6,0.0166
SPAIN - PREMIUM,34807,30,6,0.0166
SPAIN - PREMIUM,34903,30,6,0.0166
SPAIN - PREMIUM,34939,30,6,0.0166
SPAIN - PREMIUM,34803,30,6,0.0166
SPAIN - PREMIUM,34906,30,6,0.0127
SPAIN - PREMIUM,347,30,6,0.0166
SPAIN - PREMIUM,34806,30,6,0.0166
SPAIN - PREMIUM,34989,30,6,0.0166
SPAIN - PREMIUM,34907,30,6,0.0127
SPAIN - PROPER,34,30,6,0.0164
SPAIN - SEVILLA,34954,30,6,0.0127
SPAIN - SEVILLA,34955,30,6,0.0127
SPAIN - TARRAGONA,34877,30,6,0.0166
SPAIN - TARRAGONA,34977,30,6,0.0127
SPAIN - TENERIFE,34928,30,6,0.0164
SPAIN - TENERIFE,34822,30,6,0.0157
SPAIN - TENERIFE,34828,30,6,0.0164
SPAIN - TENERIFE,34922,30,6,0.0157
SPAIN - VALENCIA,34962,30,6,0.0127
SPAIN - VALENCIA,34961,30,6,0.0127
SPAIN - VALENCIA,34963,30,6,0.0127
SPAIN - VALENCIA,34960,30,6,0.0127
SPAIN - ZARAGOZA,34876,30,6,0.0166
SPAIN - ZARAGOZA,34976,30,6,0.0127
SRI LANKA - MOBILE - MTN,9477,30,6,0.1403
SRI LANKA - MOBILE - OTHER CARRIERS,9478,30,6,0.1403
SRI LANKA - MOBILE - OTHER CARRIERS,9471,30,6,0.1403
SRI LANKA - MOBILE - OTHER CARRIERS,9472,30,6,0.1403
SRI LANKA - OTHER,94264,30,6,0.1156
SRI LANKA - OTHER,94348,30,6,0.1156
SRI LANKA - OTHER,94815,30,6,0.1156
SRI LANKA - OTHER,94674,30,6,0.1156
SRI LANKA - OTHER,94578,30,6,0.1156
SRI LANKA - OTHER,94191,30,6,0.1156
SRI LANKA - OTHER,94192,30,6,0.1156
SRI LANKA - OTHER,9428,30,6,0.1156
SRI LANKA - OTHER,94267,30,6,0.1156
SRI LANKA - OTHER,9429,30,6,0.1156
SRI LANKA - OTHER,94196,30,6,0.1156
SRI LANKA - OTHER,94319,30,6,0.1156
SRI LANKA - OTHER,94269,30,6,0.1156
SRI LANKA - OTHER,94385,30,6,0.1156
SRI LANKA - OTHER,94415,30,6,0.1156
SRI LANKA - OTHER,94327,30,6,0.1156
SRI LANKA - OTHER,9412,30,6,0.1156
SRI LANKA - OTHER,94340,30,6,0.1156
SRI LANKA - OTHER,94575,30,6,0.1156
SRI LANKA - OTHER,9498,30,6,0.1156
SRI LANKA - OTHER,94215,30,6,0.1156
SRI LANKA - OTHER,94314,30,6,0.1156
SRI LANKA - OTHER,9495,30,6,0.1156
SRI LANKA - OTHER,9419736,30,6,0.1156
SRI LANKA - OTHER,9420,30,6,0.1156
SRI LANKA - OTHER,94210,30,6,0.1156
SRI LANKA - OTHER,94359,30,6,0.1156
SRI LANKA - OTHER,94657,30,6,0.1156
SRI LANKA - OTHER,94549,30,6,0.1156
SRI LANKA - OTHER,9483,30,6,0.1156
SRI LANKA - OTHER,94380,30,6,0.1156
SRI LANKA - OTHER,9450,30,6,0.1156
SRI LANKA - OTHER,94819,30,6,0.1156
SRI LANKA - OTHER,94910,30,6,0.1156
SRI LANKA - OTHER,94658,30,6,0.1156
SRI LANKA - OTHER,94517,30,6,0.1156
SRI LANKA - OTHER,94523,30,6,0.1156
SRI LANKA - OTHER,94606,30,6,0.1156
SRI LANKA - OTHER,94634,30,6,0.1156
SRI LANKA - OTHER,94548,30,6,0.1156
SRI LANKA - OTHER,9459,30,6,0.1156
SRI LANKA - OTHER,94479,30,6,0.1156
SRI LANKA - OTHER,94239,30,6,0.1156
SRI LANKA - OTHER,94339,30,6,0.1156
SRI LANKA - OTHER,94387,30,6,0.1156
SRI LANKA - OTHER,94316,30,6,0.1156
SRI LANKA - OTHER,94325,30,6,0.1156
SRI LANKA - OTHER,94110,30,6,0.1156
SRI LANKA - OTHER,9419734,30,6,0.1156
SRI LANKA - OTHER,941974,30,6,0.1156
SRI LANKA - OTHER,941975,30,6,0.1156
SRI LANKA - OTHER,94233,30,6,0.1156
SRI LANKA - OTHER,94525,30,6,0.1156
SRI LANKA - OTHER,94817,30,6,0.1156
SRI LANKA - OTHER,9417,30,6,0.1156
SRI LANKA - OTHER,94119,30,6,0.1156
SRI LANKA - OTHER,94330,30,6,0.1156
SRI LANKA - OTHER,94814,30,6,0.1156
SRI LANKA - OTHER,94358,30,6,0.1156
SRI LANKA - OTHER,94365,30,6,0.1156
SRI LANKA - OTHER,9430,30,6,0.1156
SRI LANKA - OTHER,94556,30,6,0.1156
SRI LANKA - OTHER,94350,30,6,0.1156
SRI LANKA - OTHER,94244,30,6,0.1156
SRI LANKA - OTHER,94351,30,6,0.1156
SRI LANKA - OTHER,94249,30,6,0.1156
SRI LANKA - OTHER,94378,30,6,0.1156
SRI LANKA - OTHER,94369,30,6,0.1156
SRI LANKA - OTHER,9456,30,6,0.1156
SRI LANKA - OTHER,94816,30,6,0.1156
SRI LANKA - OTHER,94388,30,6,0.1156
SRI LANKA - OTHER,94916,30,6,0.1156
SRI LANKA - OTHER,94917,30,6,0.1156
SRI LANKA - OTHER,94328,30,6,0.1156
SRI LANKA - OTHER,94245,30,6,0.1156
SRI LANKA - OTHER,94371,30,6,0.1156
SRI LANKA - OTHER,94518,30,6,0.1156
SRI LANKA - OTHER,9419739,30,6,0.1156
SRI LANKA - OTHER,94190,30,6,0.1156
SRI LANKA - OTHER,94235,30,6,0.1156
SRI LANKA - OTHER,94478,30,6,0.1156
SRI LANKA - OTHER,94511,30,6,0.1156
SRI LANKA - OTHER,9482,30,6,0.1156
SRI LANKA - OTHER,94660,30,6,0.1156
SRI LANKA - OTHER,94671,30,6,0.1156
SRI LANKA - OTHER,94353,30,6,0.1156
SRI LANKA - OTHER,94413,30,6,0.1156
SRI LANKA - OTHER,94354,30,6,0.1156
SRI LANKA - OTHER,94386,30,6,0.1156
SRI LANKA - OTHER,94356,30,6,0.1156
SRI LANKA - OTHER,9416,30,6,0.1156
SRI LANKA - OTHER,94811,30,6,0.1156
SRI LANKA - OTHER,9415,30,6,0.1156
SRI LANKA - OTHER,9414,30,6,0.1156
SRI LANKA - OTHER,9410,30,6,0.1156
SRI LANKA - OTHER,94219,30,6,0.1156
SRI LANKA - OTHER,9419730,30,6,0.1156
SRI LANKA - OTHER,941972,30,6,0.1156
SRI LANKA - OTHER,94236,30,6,0.1156
SRI LANKA - OTHER,94243,30,6,0.1156
